rent_approval_date,town,block,street_name,flat_type,predicted_monthly_rent
2023-01,pasir ris,547,Pasir Ris Street 51,5,4273.7919921875
2022-08,geylang,60,dakota crescent,4,4079.72998046875
2023-02,pasir ris,253,Pasir Ris Street 21,3,3162.627197265625
2021-01,toa payoh,140,Potong Pasir Avenue 3,2,1995.0341796875
2021-04,queenstown,31,holland close,2,2219.3603515625
2022-07,yishun,440,yishun avenue 11,3,2223.473388671875
2022-08,tampines,469,tampines street 44,2,2851.760986328125
2021-09,clementi,304,Clementi Avenue 4,2,2110.90869140625
2022-05,clementi,340,clementi avenue 5,4,2877.723388671875
2021-10,bedok,116,bedok north road,2,1823.6690673828125
2023-03,punggol,326c,sumang walk,1,2072.83544921875
2021-04,bukit merah,16,cantonment close,3,2812.90673828125
2021-10,jurong west,661c,jurong west street 64,4,2636.75537109375
2021-04,yishun,860,Yishun Avenue 4,4,2356.5205078125
2021-03,hougang,986a,Buangkok Crescent,1,1608.555908203125
2022-08,toa payoh,85b,lorong 4 toa payoh,2,2732.428955078125
2022-04,hougang,121,hougang avenue 1,2,1758.3607177734375
2022-01,tampines,842g,Tampines Street 82,4,3143.190185546875
2022-03,clementi,423,Clementi Avenue 1,1,1872.8760986328125
2022-03,hougang,23,hougang avenue 3,2,2016.94775390625
2022-03,pasir ris,450,Pasir Ris Drive 6,3,2220.83935546875
2022-07,sengkang,122a,Sengkang East Way,3,2602.3828125
2021-02,kallang/whampoa,58,geylang bahru,4,2582.2734375
2021-12,clementi,610,clementi west street 1,2,2146.555908203125
2021-05,queenstown,21,ghim moh road,2,1986.1273193359375
2022-04,bedok,55,chai chee drive,2,1997.5030517578125
2023-02,bukit batok,325,Bukit Batok Street 33,3,2707.3173828125
2022-11,sembawang,463a,Sembawang Drive,1,2057.101318359375
2022-09,bedok,132,Bedok North Street 2,3,2421.309814453125
2021-05,sengkang,324c,Sengkang East Way,5,2429.3232421875
2023-06,punggol,176c,edgefield plains,3,1508.9993896484375
2022-01,bukit panjang,454,Fajar Road,2,1896.474609375
2022-11,sengkang,292b,Compassvale Street,4,3562.974365234375
2023-03,yishun,115a,yishun ring road,4,3203.71875
2022-11,sembawang,341,Sembawang Close,5,3212.20361328125
2022-06,bedok,50,chai chee street,2,2549.375
2023-04,toa payoh,171,Lorong 1 Toa Payoh,4,3915.07763671875
2021-01,sengkang,206a,compassvale lane,4,1855.9068603515625
2022-05,yishun,393,yishun avenue 6,2,2440.073486328125
2021-07,sengkang,223d,Compassvale Walk,4,2314.079833984375
2021-11,yishun,512b,Yishun Street 51,3,2125.818603515625
2021-08,bukit panjang,439,Fajar Road,3,2236.844970703125
2023-04,hougang,643,hougang avenue 8,4,2882.76513671875
2021-09,tampines,450f,Tampines Street 42,3,2498.884765625
2023-01,hougang,445,hougang avenue 8,3,3264.377685546875
2023-07,punggol,101b,Punggol Field,4,4252.171875
2021-12,hougang,924,hougang avenue 9,4,2575.26220703125
2022-01,yishun,219,Yishun Street 21,2,2028.5223388671875
2023-01,bishan,176,Bishan Street 13,2,2738.206298828125
2022-10,punggol,162b,punggol central,4,2097.880859375
2021-09,yishun,304,Yishun Central,3,2157.47314453125
2022-03,sembawang,420,canberra road,3,2255.445556640625
2021-12,ang mo kio,218,Ang Mo Kio Avenue 1,2,1852.63330078125
2023-07,pasir ris,602,elias road,5,4264.3017578125
2021-06,ang mo kio,522,ang mo kio avenue 5,3,2276.46142578125
2022-08,jurong east,53,Teban Gardens Road,3,2315.303466796875
2022-02,sengkang,304a,anchorvale link,4,2641.770263671875
2022-07,hougang,165,hougang avenue 1,3,2483.194580078125
2021-12,punggol,174a,edgedale plains,4,2102.615966796875
2022-01,bukit batok,321,Bukit Batok Street 33,2,2173.943603515625
2023-05,sengkang,226c,compassvale walk,5,2240.73974609375
2022-01,hougang,365d,upper serangoon road,3,2581.995361328125
2022-11,punggol,637b,punggol drive,4,3506.594970703125
2022-12,yishun,813a,yishun ring road,2,2786.61865234375
2021-07,serangoon,114,serangoon north avenue 1,4,2262.678466796875
2023-01,jurong west,684a,Jurong West Street 64,5,3059.958251953125
2021-07,ang mo kio,214,Ang Mo Kio Avenue 3,2,1921.8839111328125
2023-03,jurong west,952,jurong west street 91,4,2734.79931640625
2021-09,sengkang,234,compassvale walk,3,2139.377197265625
2022-03,tampines,141,tampines street 12,3,2297.40380859375
2022-09,punggol,134,edgedale plains,4,3227.3837890625
2021-10,hougang,125,hougang avenue 1,2,1707.735595703125
2022-04,ang mo kio,313,ang mo kio avenue 3,3,2248.004638671875
2023-06,bishan,226,bishan street 23,3,4011.936767578125
2022-02,geylang,41,Circuit Road,4,2929.591064453125
2022-03,ang mo kio,635,ang mo kio avenue 6,3,2874.505615234375
2022-08,ang mo kio,513,ang mo kio avenue 8,3,2900.494384765625
2021-12,punggol,632c,punggol drive,3,2426.514404296875
2021-06,choa chu kang,159,Jalan Teck Whye,4,2340.449951171875
2021-09,toa payoh,146,potong pasir avenue 1,3,2622.76806640625
2022-11,sembawang,366a,sembawang crescent,1,1673.74267578125
2023-02,clementi,310,clementi avenue 4,2,3004.5830078125
2021-04,punggol,671b,edgefield plains,3,2105.242919921875
2021-01,bukit batok,169,bukit batok west avenue 8,2,1848.1959228515625
2021-12,bedok,613b,bedok reservoir road,4,2457.22607421875
2023-06,punggol,641a,Punggol Drive,3,3269.896240234375
2023-01,jurong east,288b,jurong east street 21,4,3443.03857421875
2023-06,bedok,70,bedok sth road,2,3104.549560546875
2022-04,sembawang,130b,canberra crescent,1,1405.5643310546875
2022-07,bukit batok,138,Bukit Batok West Avenue 6,2,2022.9281005859375
2021-02,tampines,870a,tampines street 86,4,1977.57421875
2023-05,bukit batok,229,bukit batok east avenue 3,2,2726.287109375
2021-10,clementi,513,west coast road,2,2025.65771484375
2021-07,clementi,333,clementi avenue 2,3,2581.2275390625
2021-08,toa payoh,11,Joo Seng Road,4,2689.76318359375
2022-03,bedok,70,bedok sth road,2,2108.775634765625
2022-05,yishun,153,yishun street 11,2,2331.98779296875
2022-12,woodlands,730,woodlands circle,3,3111.012939453125
2023-03,bedok,187b,Bedok North Street 4,3,3856.55615234375
2022-06,bishan,206,Bishan Street 23,3,2500.102783203125
2021-05,hougang,453,hougang avenue 10,3,2117.9775390625
2021-06,kallang/whampoa,16,upper boon keng road,2,2143.635498046875
2023-01,bukit batok,209,bukit batok street 21,3,2878.328125
2021-01,jurong west,909,jurong west street 91,4,2221.117431640625
2022-10,jurong west,625,Jurong West Street 61,3,3260.264892578125
2022-05,clementi,609,clementi west street 1,3,2757.182373046875
2023-04,sengkang,408c,fernvale road,4,3212.778076171875
2021-07,geylang,39,circuit road,1,1334.5633544921875
2022-07,pasir ris,249,pasir ris street 21,5,2584.30322265625
2023-04,ang mo kio,625,Ang Mo Kio Avenue 9,2,2602.04052734375
2022-04,pasir ris,478,pasir ris drive 4,3,2428.0478515625
2022-01,clementi,105,clementi street 12,2,2243.34033203125
2021-02,queenstown,83,commonwealth close,2,1891.930908203125
2022-09,bukit panjang,505,Jelapang Road,3,2584.18505859375
2021-03,bishan,114,bishan street 12,3,2478.4697265625
2022-08,yishun,157,yishun street 11,2,2440.575927734375
2022-10,choa chu kang,280,choa chu kang avenue 3,3,2569.541748046875
2022-10,queenstown,56,Strathmore Avenue,4,4211.6025390625
2021-02,hougang,553,Hougang Street 51,4,2233.9072265625
2022-10,tampines,140,tampines street 12,3,2231.12060546875
2022-08,pasir ris,570,Pasir Ris Street 53,4,2423.394287109375
2022-04,bedok,554,bedok north street 3,2,2203.73388671875
2023-04,sengkang,413b,fernvale link,3,3777.135498046875
2021-10,jurong west,524,jurong west street 52,3,2248.662841796875
2023-06,tampines,450f,tampines street 42,4,3455.673095703125
2021-08,jurong east,217a,jurong east street 21,2,1880.83935546875
2022-04,jurong east,307,jurong east street 32,4,2622.87451171875
2023-04,tampines,147,simei street 2,5,4591.693359375
2021-10,serangoon,108,Serangoon North Avenue 1,2,2041.1690673828125
2023-01,hougang,690,hougang street 61,3,2943.116455078125
2022-03,jurong east,243,jurong east street 24,2,2380.243896484375
2021-09,jurong west,987b,Jurong West Street 93,4,2677.428466796875
2021-09,tampines,467,Tampines Street 44,2,2047.03857421875
2023-04,geylang,315,ubi avenue 1,3,3154.0087890625
2022-10,yishun,759,yishun street 72,3,2679.358154296875
2023-07,ang mo kio,433,Ang Mo Kio Avenue 10,2,2411.02685546875
2022-04,bedok,606,bedok reservoir road,2,1888.751220703125
2022-08,queenstown,81,commonwealth close,1,2289.1064453125
2022-12,punggol,226c,sumang lane,4,3994.56982421875
2021-11,sembawang,466d,Sembawang Drive,3,2149.037109375
2022-02,bedok,504,bedok north street 3,2,2212.095947265625
2021-06,tampines,262,tampines street 21,2,1986.86572265625
2022-01,geylang,27,balam road,3,2400.9482421875
2022-10,bukit batok,504,bukit batok street 52,2,2644.224853515625
2022-04,bishan,104,Bishan Street 12,2,2152.681640625
2022-12,geylang,20,balam road,2,2505.23095703125
2022-04,punggol,306d,Punggol Drive,3,2927.3349609375
2021-10,bishan,448,bright hill drive,3,2710.920166015625
2021-08,ang mo kio,211,Ang Mo Kio Avenue 3,2,1856.0296630859375
2023-01,woodlands,123,marsiling rise,4,2281.27587890625
2021-07,kallang/whampoa,123,Mcnair Road,2,2081.923583984375
2021-03,bedok,719,bedok reservoir road,5,2523.76904296875
2021-10,yishun,241,yishun ring road,2,1732.794189453125
2022-03,toa payoh,174,Lorong 1 Toa Payoh,2,1908.06787109375
2023-03,pasir ris,143,pasir ris street 11,3,3146.474365234375
2022-06,woodlands,767,woodlands circle,3,2187.1396484375
2022-05,toa payoh,113,Lorong 1 Toa Payoh,2,2315.359375
2023-02,bukit batok,539,bukit batok street 52,3,2928.793701171875
2021-12,woodlands,827,woodlands street 81,5,2485.964599609375
2021-02,bedok,35,chai chee avenue,3,2276.7587890625
2021-07,toa payoh,139a,Lorong 1A Toa Payoh,3,2581.124267578125
2021-11,ang mo kio,112,ang mo kio avenue 4,2,2050.308837890625
2023-04,choa chu kang,688c,choa chu kang crescent,4,3093.081787109375
2023-07,hougang,979c,buangkok crescent,4,3782.512451171875
2022-08,bedok,508,Bedok North Avenue 3,3,2327.163330078125
2023-06,ang mo kio,584,Ang Mo Kio Avenue 3,2,3007.708984375
2022-08,woodlands,588,woodlands drive 16,3,2999.1943359375
2022-11,jurong west,758,jurong west street 74,4,3091.106201171875
2022-12,choa chu kang,341,Choa Chu Kang Loop,5,3497.252685546875
2021-03,jurong west,648c,Jurong West Street 61,3,2145.949951171875
2023-02,bedok,116,bedok reservoir road,3,2216.876708984375
2021-07,bedok,40,bedok sth road,2,1887.4296875
2022-07,hougang,123,hougang avenue 1,2,2088.042236328125
2022-04,yishun,148,yishun street 11,3,2152.46142578125
2021-03,bukit merah,76a,redhill road,3,3128.573974609375
2021-10,bedok,65,new upper changi road,3,2390.4580078125
2021-03,bukit merah,132,jalan bukit merah,2,1898.7506103515625
2021-09,bukit batok,118,bukit batok west avenue 6,3,2052.247314453125
2022-11,punggol,648,punggol central,4,2734.33056640625
2021-07,choa chu kang,346,choa chu kang loop,3,2103.307373046875
2021-08,ang mo kio,576,ang mo kio avenue 10,2,1953.67822265625
2023-01,tampines,104,Tampines Street 11,2,2622.20263671875
2023-04,choa chu kang,489a,choa chu kang avenue 5,3,3567.51806640625
2022-03,bukit merah,38,beo crescent,2,2365.40625
2021-05,sengkang,314b,anchorvale link,4,1942.6435546875
2021-01,kallang/whampoa,15,upper boon keng road,3,2286.836181640625
2022-02,tampines,461,Tampines Street 44,3,2283.93798828125
2021-11,pasir ris,183,Pasir Ris Street 11,4,2424.343017578125
2023-05,clementi,334,clementi avenue 2,2,2163.257568359375
2021-12,ang mo kio,509,Ang Mo Kio Avenue 8,2,1830.664306640625
2022-06,choa chu kang,682,choa chu kang crescent,4,2098.326171875
2021-06,pasir ris,585,pasir ris street 53,5,2523.83203125
2022-09,choa chu kang,297b,choa chu kang avenue 2,4,2780.503662109375
2021-10,yishun,781,yishun ring road,2,1844.4268798828125
2021-03,bukit merah,61,telok blangah hts,3,2262.043212890625
2021-01,tampines,898,tampines street 81,2,1840.4515380859375
2021-05,ang mo kio,214,Ang Mo Kio Avenue 3,2,1960.806884765625
2021-03,jurong west,357,Yung An Road,4,2358.257080078125
2021-02,toa payoh,116,lorong 2 toa payoh,2,2078.754638671875
2023-05,bedok,804,chai chee road,4,3443.99365234375
2021-02,woodlands,518,Woodlands Drive 14,3,1905.3702392578125
2022-07,geylang,56,cassia crescent,3,2996.756103515625
2021-07,woodlands,752,Woodlands Circle,3,1969.8502197265625
2023-04,tampines,885,tampines street 83,2,1953.093994140625
2022-06,tampines,856d,tampines street 82,5,3175.132080078125
2021-04,pasir ris,193,Pasir Ris Street 12,4,2251.093017578125
2023-06,sengkang,185b,Rivervale Crescent,3,3056.985595703125
2022-12,tampines,812,tampines avenue 4,3,2829.930908203125
2021-03,queenstown,132,Clarence Lane,4,2855.51123046875
2021-05,yishun,860,Yishun Avenue 4,4,2563.93701171875
2023-02,tampines,805,Tampines Avenue 4,3,3228.8095703125
2021-05,hougang,418,hougang avenue 8,3,2224.638916015625
2021-07,ang mo kio,219,ang mo kio avenue 1,2,1998.266845703125
2022-10,bukit merah,14,telok blangah crescent,4,3463.179931640625
2023-05,bukit merah,30,telok blangah rise,2,2196.495849609375
2021-01,bukit merah,87,Redhill Close,4,3023.2548828125
2023-06,jurong west,452,jurong west street 42,4,2818.76953125
2023-03,bukit panjang,152,gangsa road,4,3622.47900390625
2023-04,jurong west,183c,boon lay avenue,4,3465.753662109375
2021-01,geylang,39,Circuit Road,2,1898.626220703125
2022-09,bukit batok,384,Bukit Batok West Avenue 5,3,3191.476806640625
2021-07,bishan,272,bishan street 24,3,2125.889892578125
2022-02,woodlands,718,Woodlands Avenue 6,4,2431.56005859375
2023-02,bishan,195,bishan street 13,3,3010.5380859375
2022-11,jurong west,635,jurong west street 65,3,2883.607421875
2023-05,jurong west,670a,jurong west street 65,4,2638.865234375
2022-06,jurong west,348,Kang Ching Road,3,2191.5966796875
2021-12,bedok,42,Chai Chee Street,2,1915.700439453125
2021-05,punggol,259c,punggol field,3,2110.09521484375
2022-01,bukit merah,107,Jalan Bukit Merah,2,2348.302490234375
2021-08,bukit batok,369,bukit batok street 31,3,2225.404296875
2021-05,jurong east,269,toh guan road,3,2368.056884765625
2022-03,hougang,698b,hougang street 61,4,2522.76171875
2021-04,queenstown,91,tanglin halt road,4,3081.94970703125
2021-01,serangoon,425,Serangoon Avenue 1,4,2342.18798828125
2021-02,bedok,42,Chai Chee Street,2,1886.4290771484375
2022-01,punggol,601a,punggol central,2,2416.737060546875
2022-10,yishun,165,Yishun Ring Road,2,2320.821533203125
2022-05,bedok,39,Bedok Sth Road,2,2156.829345703125
2021-06,sembawang,423,canberra road,5,2317.793701171875
2021-11,serangoon,500,serangoon north avenue 4,4,2671.37646484375
2021-08,jurong west,824,jurong west street 81,4,2407.235595703125
2021-06,bukit panjang,133,cashew road,5,2372.190185546875
2022-11,bukit merah,14,Taman Ho Swee,2,2446.711181640625
2021-05,yishun,424b,yishun avenue 11,1,1668.8013916015625
2022-02,kallang/whampoa,94,whampoa drive,3,2727.36328125
2022-01,jurong west,976,jurong west street 93,3,1873.3599853515625
2023-07,sengkang,225b,compassvale walk,4,3464.8017578125
2021-08,toa payoh,25,toa payoh east,2,1917.8873291015625
2022-12,sengkang,452a,Sengkang West Way,4,3289.240234375
2021-04,serangoon,323,serangoon avenue 3,3,2606.02001953125
2022-05,yishun,348a,Yishun Avenue 11,3,2921.67626953125
2021-12,serangoon,236a,Serangoon Avenue 2,5,2991.86962890625
2021-11,punggol,210b,punggol place,2,2269.086181640625
2021-03,bukit merah,133,jalan bukit merah,2,1938.38671875
2022-04,woodlands,686a,woodlands drive 73,4,2639.959228515625
2021-02,sembawang,407,sembawang drive,3,1834.54150390625
2021-02,punggol,272a,punggol walk,3,2250.509521484375
2022-11,punggol,174d,edgedale plains,4,2748.088623046875
2022-08,ang mo kio,333,ang mo kio avenue 1,2,2548.745849609375
2021-08,bedok,20,chai chee road,2,1860.5787353515625
2022-02,tampines,819,tampines street 81,2,2253.23486328125
2023-06,tampines,814,Tampines Street 81,2,2732.514404296875
2022-06,woodlands,351,Woodlands Avenue 1,4,2505.37646484375
2021-10,jurong west,186,boon lay avenue,2,1761.0987548828125
2023-01,sengkang,436a,Fernvale Road,2,2326.10302734375
2021-01,choa chu kang,413,choa chu kang avenue 3,3,2262.62548828125
2022-09,jurong west,513,jurong west street 52,2,2927.75830078125
2023-05,sengkang,250d,compassvale street,5,4221.64013671875
2023-05,tampines,149,simei street 1,3,3057.157958984375
2022-03,tampines,233,simei street 4,3,2396.564697265625
2023-04,yishun,851,Yishun Street 81,3,2606.67626953125
2022-10,ang mo kio,607,Ang Mo Kio Avenue 4,2,2429.240234375
2023-01,kallang/whampoa,26,bendemeer road,2,2252.30126953125
2023-07,jurong west,484,Jurong West Avenue 1,2,3264.8095703125
2021-04,ang mo kio,441,ang mo kio avenue 10,2,2017.30078125
2022-02,yishun,363,yishun ring road,2,2009.4677734375
2022-04,tampines,869b,Tampines Avenue 8,2,2238.609375
2021-03,hougang,405,hougang avenue 10,3,2151.7890625
2022-09,queenstown,21,ghim moh road,2,3074.523681640625
2022-08,bukit batok,115,bukit batok west avenue 6,4,3081.69140625
2022-01,sengkang,122c,sengkang east way,5,2292.802490234375
2022-01,geylang,19,eunos crescent,2,1930.3040771484375
2021-09,tampines,158,Tampines Street 12,3,2196.741943359375
2021-04,hougang,576,Hougang Avenue 4,4,2311.95751953125
2021-04,sengkang,265e,Compassvale Bow,3,2216.284912109375
2022-01,bukit merah,69,Redhill Close,4,2891.231689453125
2023-05,hougang,978c,buangkok crescent,3,2516.917724609375
2021-11,bishan,405,sin ming avenue,4,3079.268798828125
2022-02,sengkang,203a,Compassvale Road,3,2953.664306640625
2022-09,punggol,171b,edgedale plains,4,3337.60498046875
2021-02,woodlands,585,Woodlands Drive 16,5,2423.739013671875
2021-02,bedok,708,bedok north road,3,2227.463623046875
2022-01,geylang,126,aljunied road,4,2629.72802734375
2023-02,bedok,650,Jalan Tenaga,3,2703.765869140625
2022-03,ang mo kio,316a,Ang Mo Kio Street 31,3,2282.964111328125
2021-03,bukit merah,60,Telok Blangah Hts,2,2138.460205078125
2021-12,yishun,113,yishun ring road,2,1689.60693359375
2022-11,sengkang,264e,compassvale bow,3,2629.79931640625
2021-06,bedok,45,chai chee street,2,1781.96826171875
2023-07,bukit merah,22,havelock road,2,3535.2080078125
2021-10,hougang,327,Hougang Avenue 5,2,1936.554931640625
2021-11,sengkang,313c,anchorvale road,4,2437.02099609375
2023-07,tampines,520b,Tampines Central 8,4,4562.2412109375
2021-05,sengkang,314d,anchorvale link,5,2132.966796875
2022-11,clementi,364,clementi avenue 2,2,3231.16357421875
2023-06,bukit merah,28,Jalan Bukit Merah,2,3111.641845703125
2021-04,jurong west,514,jurong west street 52,2,1890.8343505859375
2022-07,sengkang,200d,sengkang east road,3,2872.08154296875
2023-01,tampines,357,tampines street 33,4,3740.303955078125
2021-03,queenstown,82,strathmore avenue,4,2851.6630859375
2021-06,clementi,364,clementi avenue 2,2,2268.82177734375
2022-08,yishun,304,Yishun Central,2,1996.5533447265625
2023-04,sengkang,441d,fernvale road,3,3438.008056640625
2021-12,queenstown,13,Holland Drive,2,2246.537353515625
